"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","CORREZ","Correzione","SEXISTAT1","Sesso","ETA1","Classe di età","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",10.129926,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",10.491663,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",9.094738,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",10.507399,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",10.379125,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",9.670049,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",9.223783,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",9.365619,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",8.177971,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",27.977184,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",32.145437,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",29.071303,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",23.65751,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",26.579102,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",21.939838,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",15.706833,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",15.765177,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",14.496395,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",14.780292,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",13.425435,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",12.85409,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",6.122144,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",6.29579,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",5.699973,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",5.408157,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",5.633547,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",5.088872,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",18.748676,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",19.779894,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",17.984007,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",16.879244,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",16.76895,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",14.970784,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",10.713907,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",10.630617,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",9.895168,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",9.361325,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",9.583589,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",8.360917,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",5.83608,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",5.904962,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",5.422536,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",5.31332,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",5.332203,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",4.837003,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",9.411831,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",8.59919,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",8.469576,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",8.01725,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",8.405793,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",7.141001,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",9.355458,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",9.263773,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",9.190065,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",8.954255,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",9.03703,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","1","maschi","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",8.744348,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",11.047923,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",11.057487,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",10.816337,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",10.67488,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",10.79378,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","2","femmine","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",10.474362,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",10.078674,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",10.031341,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",9.883462,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",9.689188,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",9.787558,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE15","15 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",9.483533,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",29.645696,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",29.773991,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",29.295016,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",27.556146,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",28.425148,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-24","15-24 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",27.122903,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",15.153716,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",15.293644,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",14.994515,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",15.089684,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",14.710773,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y25-34","25-34 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",14.563549,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",6.132205,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",6.136377,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",5.79345,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",5.533212,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",5.78517,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y50-64","50-64 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",5.598074,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",18.697033,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",18.834308,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",18.4785,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",18.086798,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",18.071194,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-34","15-34 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",17.555554,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",10.29559,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",10.271739,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",10.090982,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",9.838179,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",10.007247,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y15-64","15-64 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",9.691269,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-03","Mar-2019",5.814986,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-04","Apr-2019",5.760599,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-05","Mag-2019",5.541633,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-06","Giu-2019",5.438676,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-07","Lug-2019",5.490458,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y_GE50","50 anni e più","2019M9G30","30-Set-2019","2019-08","Ago-2019",5.329233,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-03","Mar-2019",8.528226,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-04","Apr-2019",8.43473,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-05","Mag-2019",8.505161,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-06","Giu-2019",8.355506,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-07","Lug-2019",8.55043,,
"IT","Italia","UNEM_R","tasso di disoccupazione","Y","dati destagionalizzati","9","totale","Y35-49","35-49 anni","2019M9G30","30-Set-2019","2019-08","Ago-2019",8.307425,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-03","Mar-2019",9.7518,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-04","Apr-2019",9.499798,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-05","Mag-2019",9.15336,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-06","Giu-2019",8.542953,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-07","Lug-2019",8.536516,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-08","Ago-2019",7.501514,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","1","maschi","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-09","Set-2019",9.022581,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-03","Mar-2019",11.515569,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-04","Apr-2019",11.53754,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-05","Mag-2019",10.365262,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-06","Giu-2019",10.129926,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-07","Lug-2019",10.491663,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-08","Ago-2019",9.094738,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","2","femmine","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-09","Set-2019",10.692049,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-03","Mar-2019",10.507399,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-04","Apr-2019",10.379125,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-05","Mag-2019",9.670049,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-06","Giu-2019",9.223783,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-07","Lug-2019",9.365619,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-08","Ago-2019",8.177971,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y_GE15","15 anni e più","2019M10G31","31-Ott-2019","2019-09","Set-2019",9.730998,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-03","Mar-2019",27.977184,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-04","Apr-2019",32.145437,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-05","Mag-2019",29.071303,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-06","Giu-2019",23.65751,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-07","Lug-2019",26.579102,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-08","Ago-2019",21.939838,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y15-24","15-24 anni","2019M10G31","31-Ott-2019","2019-09","Set-2019",28.981937,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-03","Mar-2019",15.706833,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-04","Apr-2019",15.765177,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-05","Mag-2019",14.496395,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-06","Giu-2019",14.780292,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-07","Lug-2019",13.425435,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-08","Ago-2019",12.85409,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y25-34","25-34 anni","2019M10G31","31-Ott-2019","2019-09","Set-2019",14.1635,"p","dato provvisorio"
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M10G31","31-Ott-2019","2019-03","Mar-2019",6.122144,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M10G31","31-Ott-2019","2019-04","Apr-2019",6.29579,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M10G31","31-Ott-2019","2019-05","Mag-2019",5.699973,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M10G31","31-Ott-2019","2019-06","Giu-2019",5.408157,,
"IT","Italia","UNEM_R","tasso di disoccupazione","N","dati grezzi","9","totale","Y50-64","50-64 anni","2019M10G31","31-Ott-2019","2019-07","Lug-2019",5.633547,"p","dato provvisorio"
